,label,text,original_length,text_untokenized
3136,0,"['you', 're', 'right', 'i', 'have', 'now', 'that', 'i', 'think', 'about', 'it']",45,you re right i have now that i think about it
3137,0,"['wat', 'r', 'u', 'doing', 'now']",18,wat r u doing now
3138,0,"['is', 'ur', 'lecture', 'over']",19,is ur lecture over
3139,1,"['sexy', 'sexy', 'cum', 'and', 'text', 'me', 'im', 'wet', 'and', 'warm', 'and', 'ready', 'for', 'some', 'porn', 'u', 'up', 'for', 'some', 'fun', 'this', 'msg', 'is', 'free', 'recd', 'msgs', 'p', 'inc', 'vat', 'cancel', 'text', 'stop']",144,sexy sexy cum and text me im wet and warm and ready for some porn u up for some fun this msg is free recd msgs p inc vat cancel text stop
3140,0,"['customer', 'place', 'i', 'will', 'call', 'you']",30,customer place i will call you
3141,0,"['not', 'planned', 'yet', 'going', 'to', 'join', 'company', 'on', 'jan', 'only', 'don', 'know', 'what', 'will', 'happen', 'after', 'that']",91,not planned yet going to join company on jan only don know what will happen after that
3142,0,"['boy', 'i', 'love', 'u', 'grl', 'hogolo', 'boy', 'gold', 'chain', 'kodstini', 'grl', 'agalla', 'boy', 'necklace', 'madstini', 'grl', 'agalla', 'boy', 'hogli', 'mutai', 'eerulli', 'kodthini', 'grl', 'i', 'love', 'u', 'kano']",156,boy i love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli mutai eerulli kodthini grl i love u kano
3143,0,"['haha', 'i', 'heard', 'that', 'text', 'me', 'when', 'you', 're', 'around']",45,haha i heard that text me when you re around
3144,0,"['i', 'll', 'get', 'there', 'tomorrow', 'and', 'send', 'it', 'to', 'you']",42,i ll get there tomorrow and send it to you
3145,0,"['shit', 'babe', 'thasa', 'bit', 'messed', 'up', 'yeh']",36,shit babe thasa bit messed up yeh
3146,0,"['oh', 'thats', 'late', 'well', 'have', 'a', 'good', 'night', 'and', 'i', 'will', 'give', 'u', 'a', 'call', 'tomorrow', 'iam', 'now', 'going', 'to', 'go', 'to', 'sleep', 'night', 'night']",113,oh thats late well have a good night and i will give u a call tomorrow iam now going to go to sleep night night
3147,0,"['cheers', 'u', 'tex', 'mecause', 'u', 'werebored', 'yeah', 'okden', 'hunny', 'r', 'uin', 'wk', 'sat', 'sound', 's', 'likeyour', 'havin', 'gr', 'fun', 'j', 'keep', 'updat', 'countinlots', 'of', 'loveme', 'xxxxx']",141,cheers u tex mecause u werebored yeah okden hunny r uin wk sat sound s likeyour havin gr fun j keep updat countinlots of loveme xxxxx
3148,0,"['sorry', 'in', 'meeting', 'i', 'll', 'call', 'you', 'later']",38,sorry in meeting i ll call you later
3149,0,"['yo', 'howz', 'u', 'girls', 'never', 'rang', 'after', 'india', 'l']",43,yo howz u girls never rang after india l
3150,0,"['yeah', 'but', 'which', 'is', 'worse', 'for', 'i']",29,yeah but which is worse for i
3151,1,"['hard', 'live', 'chat', 'just', 'p', 'min', 'choose', 'your', 'girl', 'and', 'connect', 'live', 'call', 'now', 'cheap', 'chat', 'uk', 's', 'biggest', 'live', 'service', 'vu', 'bcm', 'wc', 'n', 'xx']",145,hard live chat just p min choose your girl and connect live call now cheap chat uk s biggest live service vu bcm wc n xx
3152,0,"['i', 'tagged', 'my', 'friends', 'that', 'you', 'seemed', 'to', 'count', 'as', 'your', 'friends']",61,i tagged my friends that you seemed to count as your friends
3153,1,"['not', 'heard', 'from', 'u', 'a', 'while', 'call', 'rude', 'chat', 'private', 'line', 'to', 'cum', 'wan', 'c', 'pics', 'of', 'me', 'gettin', 'shagged', 'then', 'text', 'pix', 'to', 'end', 'send', 'stop', 'sam', 'xxx']",160,not heard from u a while call rude chat private line to cum wan c pics of me gettin shagged then text pix to end send stop sam xxx
3154,0,['ok'],5,ok
3155,0,"['long', 'time', 'you', 'remember', 'me', 'today']",33,long time you remember me today
3156,0,"['havent', 'shopping', 'now', 'lor', 'i', 'juz', 'arrive', 'only']",41,havent shopping now lor i juz arrive only
3157,0,"['thank', 'u', 'it', 'better', 'work', 'out', 'cause', 'i', 'will', 'feel', 'used', 'otherwise']",60,thank u it better work out cause i will feel used otherwise
3158,0,"['are', 'you', 'up', 'for', 'the', 'challenge', 'i', 'know', 'i', 'am']",44,are you up for the challenge i know i am
3159,0,"['how', 'much', 'did', 'ur', 'hdd', 'casing', 'cost']",32,how much did ur hdd casing cost
3160,0,"['mystery', 'solved', 'just', 'opened', 'my', 'email', 'and', 'he', 's', 'sent', 'me', 'another', 'batch', 'isn', 't', 'he', 'a', 'sweetie']",87,mystery solved just opened my email and he s sent me another batch isn t he a sweetie
3161,0,"['i', 'can', 't', 'describe', 'how', 'lucky', 'you', 'are', 'that', 'i', 'm', 'actually', 'awake', 'by', 'noon']",66,i can t describe how lucky you are that i m actually awake by noon
3162,1,"['this', 'is', 'the', 'nd', 'time', 'we', 'have', 'tried', 'to', 'contact', 'u', 'u', 'have', 'won', 'the', 'prize', 'to', 'claim', 'just', 'call', 'b', 't', 'cs', 'stop', 'sms', 'ppm']",152,this is the nd time we have tried to contact u u have won the prize to claim just call b t cs stop sms ppm
3163,0,"['today', 'is', 'sorry', 'day', 'if', 'ever', 'i', 'was', 'angry', 'with', 'you', 'if', 'ever', 'i', 'misbehaved', 'or', 'hurt', 'you', 'plz', 'plz', 'just', 'slap', 'urself', 'bcoz', 'its', 'ur', 'fault', 'i', 'm', 'basically', 'good']",148,today is sorry day if ever i was angry with you if ever i misbehaved or hurt you plz plz just slap urself bcoz its ur fault i m basically good
3164,0,"['cheers', 'for', 'the', 'card', 'is', 'it', 'that', 'time', 'of', 'year', 'already']",56,cheers for the card is it that time of year already
3165,1,"['hot', 'live', 'fantasies', 'call', 'now', 'just', 'p', 'per', 'min', 'ntt', 'ltd', 'po', 'box', 'croydon', 'cr', 'wb', 'k']",101,hot live fantasies call now just p per min ntt ltd po box croydon cr wb k
3166,0,"['when', 'people', 'see', 'my', 'msgs', 'they', 'think', 'iam', 'addicted', 'to', 'msging', 'they', 'are', 'wrong', 'bcoz', 'they', 'don', 't', 'know', 'that', 'iam', 'addicted', 'to', 'my', 'sweet', 'friends', 'bslvyl']",148,when people see my msgs they think iam addicted to msging they are wrong bcoz they don t know that iam addicted to my sweet friends bslvyl
3167,0,"['ugh', 'hopefully', 'the', 'asus', 'ppl', 'dont', 'randomly', 'do', 'a', 'reformat']",55,ugh hopefully the asus ppl dont randomly do a reformat
3168,0,"['haven', 't', 'seen', 'my', 'facebook', 'huh', 'lol']",35,haven t seen my facebook huh lol
3169,0,"['mah', 'b', 'i', 'll', 'pick', 'it', 'up', 'tomorrow']",31,mah b i ll pick it up tomorrow
3170,0,"['still', 'otside', 'le', 'u', 'come', 'morrow', 'maga']",38,still otside le u come morrow maga
3171,0,"['do', 'u', 'still', 'have', 'plumbers', 'tape', 'and', 'a', 'wrench', 'we', 'could', 'borrow']",59,do u still have plumbers tape and a wrench we could borrow
3172,1,"['dear', 'voucher', 'holder', 'to', 'claim', 'this', 'weeks', 'offer', 'at', 'you', 'pc', 'please', 'go', 'to', 'http', 'www', 'e', 'tlp', 'co', 'uk', 'reward', 'ts', 'cs', 'apply']",114,dear voucher holder to claim this weeks offer at you pc please go to http www e tlp co uk reward ts cs apply
3173,0,"['it', 'vl', 'bcum', 'more', 'difficult']",27,it vl bcum more difficult
3174,1,"['ur', 'going', 'bahamas', 'callfreefone', 'and', 'speak', 'to', 'a', 'live', 'operator', 'to', 'claim', 'either', 'bahamas', 'cruise', 'of', 'cash', 'only', 'to', 'opt', 'out', 'txt', 'x', 'to']",159,ur going bahamas callfreefone and speak to a live operator to claim either bahamas cruise of cash only to opt out txt x to
3175,0,"['havent', 'still', 'waitin', 'as', 'usual', 'come', 'back', 'sch', 'oredi']",55,havent still waitin as usual come back sch oredi
3176,0,"['in', 'meeting', 'da', 'i', 'will', 'call', 'you']",30,in meeting da i will call you
3177,0,"['k', 'k', 'then', 'watch', 'some', 'films']",33,k k then watch some films
3178,0,"['does', 'cinema', 'plus', 'drink', 'appeal', 'tomo', 'is', 'a', 'fr', 'thriller', 'by', 'director', 'i', 'like', 'on', 'at', 'mac', 'at']",92,does cinema plus drink appeal tomo is a fr thriller by director i like on at mac at
3179,0,"['there', 'the', 'size', 'of', 'elephant', 'tablets', 'u', 'shove', 'um', 'up', 'ur', 'ass']",59,there the size of elephant tablets u shove um up ur ass
3180,0,"['so', 'many', 'people', 'seems', 'to', 'be', 'special', 'at', 'first', 'sight', 'but', 'only', 'very', 'few', 'will', 'remain', 'special', 'to', 'you', 'till', 'your', 'last', 'sight', 'maintain', 'them', 'till', 'life', 'ends', 'take', 'cr', 'da']",160,so many people seems to be special at first sight but only very few will remain special to you till your last sight maintain them till life ends take cr da
3181,0,"['my', 'parents', 'my', 'kidz', 'my', 'friends', 'n', 'my', 'colleagues', 'all', 'screaming', 'surprise', 'and', 'i', 'was', 'waiting', 'on', 'the', 'sofa', 'naked']",130,my parents my kidz my friends n my colleagues all screaming surprise and i was waiting on the sofa naked
3182,0,"['dunno', 'i', 'juz', 'askin', 'cos', 'i', 'got', 'a', 'card', 'got', 'off', 'a', 'salon', 'called', 'hair', 'sense', 'so', 'i', 'tot', 'it', 's', 'da', 'one', 'cut', 'ur', 'hair']",112,dunno i juz askin cos i got a card got off a salon called hair sense so i tot it s da one cut ur hair
3183,0,"['good', 'morning', 'pookie', 'pie', 'lol', 'hope', 'i', 'didn', 't', 'wake', 'u', 'up']",52,good morning pookie pie lol hope i didn t wake u up
3184,0,"['maybe', 'if', 'you', 'woke', 'up', 'before', 'fucking', 'this', 'wouldn', 't', 'be', 'a', 'problem']",65,maybe if you woke up before fucking this wouldn t be a problem
3185,0,"['happy', 'birthday', 'to', 'you', 'dear', 'with', 'lots', 'of', 'love', 'rakhesh', 'nri']",59,happy birthday to you dear with lots of love rakhesh nri
3186,0,"['howz', 'that', 'persons', 'story']",23,howz that persons story
3187,1,"['this', 'is', 'the', 'nd', 'time', 'we', 'have', 'tried', 'contact', 'u', 'u', 'have', 'won', 'the', 'pound', 'prize', 'claim', 'is', 'easy', 'call', 'now', 'only', 'p', 'per', 'min', 'bt', 'national', 'rate']",153,this is the nd time we have tried contact u u have won the pound prize claim is easy call now only p per min bt national rate
3188,0,"['x', 'are', 'you', 'going', 'to', 'get', 'that']",41,x are you going to get that
3189,0,"['hi', 'neva', 'worry', 'bout', 'da', 'truth', 'coz', 'the', 'truth', 'will', 'lead', 'me', 'ur', 'heart', 'it', 's', 'the', 'least', 'a', 'unique', 'person', 'like', 'u', 'deserve', 'sleep', 'tight', 'or', 'morning']",137,hi neva worry bout da truth coz the truth will lead me ur heart it s the least a unique person like u deserve sleep tight or morning
3190,1,"['ur', 'awarded', 'a', 'city', 'break', 'and', 'could', 'win', 'a', 'summer', 'shopping', 'spree', 'every', 'wk', 'txt', 'store', 'to', 'skilgme', 'tscs', 'winawk', 'age', 'perwksub']",148,ur awarded a city break and could win a summer shopping spree every wk txt store to skilgme tscs winawk age perwksub
3191,0,"['is', 'ur', 'paper', 'today', 'in', 'e', 'morn', 'or', 'aft']",35,is ur paper today in e morn or aft
3192,0,"['i', 'will', 'lick', 'up', 'every', 'drop', 'are', 'you', 'ready', 'to', 'use', 'your', 'mouth', 'as', 'well']",69,i will lick up every drop are you ready to use your mouth as well
3193,0,"['and', 'you', 'will', 'expect', 'you', 'whenever', 'you', 'text', 'hope', 'all', 'goes', 'well', 'tomo']",68,and you will expect you whenever you text hope all goes well tomo
3194,0,"['great', 'p', 'diddy', 'is', 'my', 'neighbor', 'and', 'comes', 'for', 'toothpaste', 'every', 'morning']",68,great p diddy is my neighbor and comes for toothpaste every morning
3195,0,"['i', 'av', 'a', 'new', 'number', 'wil', 'u', 'only', 'use', 'this', 'one', 'ta']",49,i av a new number wil u only use this one ta
3196,0,"['so', 'its', 'to', 'be', 'poking', 'man', 'everyday', 'that', 'they', 'teach', 'you', 'in', 'canada', 'abi', 'how', 'are', 'you', 'just', 'saying', 'hi']",96,so its to be poking man everyday that they teach you in canada abi how are you just saying hi
3197,0,"['lor', 'change', 'suntec', 'wat', 'time', 'u', 'coming']",46,lor change suntec wat time u coming
3198,0,"['no', 'de', 'am', 'seeing', 'in', 'online', 'shop', 'so', 'that', 'i', 'asked']",47,no de am seeing in online shop so that i asked
3199,0,"['just', 'curious', 'because', 'my', 'cuz', 'asked', 'what', 'i', 'was', 'up', 'to']",50,just curious because my cuz asked what i was up to
3200,0,"['nice', 'nice', 'how', 'is', 'it', 'working']",28,nice nice how is it working
3201,0,"['okay', 'lor', 'wah', 'like', 'that', 'def', 'they', 'wont', 'let', 'us', 'go', 'haha', 'what', 'did', 'they', 'say', 'in', 'the', 'terms', 'and', 'conditions']",110,okay lor wah like that def they wont let us go haha what did they say in the terms and conditions
3202,0,"['haha', 'yup', 'hopefully', 'we', 'will', 'lose', 'a', 'few', 'kg', 'by', 'mon', 'after', 'hip', 'hop', 'can', 'go', 'orchard', 'and', 'weigh', 'again']",97,haha yup hopefully we will lose a few kg by mon after hip hop can go orchard and weigh again
3203,0,"['she', 's', 'good', 'how', 'are', 'you', 'where', 'r', 'u', 'working', 'now']",46,she s good how are you where r u working now
3204,0,"['oh', 'yes', 'i', 've', 'just', 'been', 'a', 'little', 'under', 'the', 'weather', 'so', 'i', 've', 'kind', 'of', 'been', 'coccooning', 'at', 'home']",90,oh yes i ve just been a little under the weather so i ve kind of been coccooning at home
3205,0,"['at', 'home', 'also']",13,at home also
3206,0,"['this', 'phone', 'has', 'the', 'weirdest', 'auto', 'correct']",41,this phone has the weirdest auto correct
3207,0,"['oops', 'my', 'phone', 'died', 'and', 'i', 'didn', 't', 'even', 'know', 'yeah', 'i', 'like', 'it', 'better']",65,oops my phone died and i didn t even know yeah i like it better
3208,0,"['havent', 'mus', 'ask', 'if', 'u', 'can', 'st', 'wat', 'of', 'meet', 'lunch', 'den', 'u', 'n', 'him', 'meet', 'can', 'already', 'lor', 'or', 'u', 'wan', 'go', 'ask', 'da', 'ge', 'st', 'then', 'confirm', 'w', 'me', 'asap']",134,havent mus ask if u can st wat of meet lunch den u n him meet can already lor or u wan go ask da ge st then confirm w me asap
3209,0,"['she', 'said', 'do', 'u', 'mind', 'if', 'i', 'go', 'into', 'the', 'bedroom', 'for', 'a', 'minute', 'ok', 'i', 'sed', 'in', 'a', 'sexy', 'mood', 'she', 'came', 'out', 'minuts', 'latr', 'wid', 'a', 'cake', 'n', 'my', 'wife']",145,she said do u mind if i go into the bedroom for a minute ok i sed in a sexy mood she came out minuts latr wid a cake n my wife
3210,0,"['oh', 'yeah', 'and', 'hav', 'a', 'great', 'time', 'in', 'newquay', 'send', 'me', 'a', 'postcard', 'look', 'after', 'all', 'the', 'girls', 'while', 'im', 'gone', 'u', 'know', 'the', 'im', 'talkin', 'bout', 'xx']",131,oh yeah and hav a great time in newquay send me a postcard look after all the girls while im gone u know the im talkin bout xx
3211,0,"['we', 'got', 'a', 'divorce', 'lol', 'she', 's', 'here']",33,we got a divorce lol she s here
3212,0,"['what', 's', 'ur', 'pin']",14,what s ur pin
3213,0,"['babe', 'have', 'you', 'got', 'enough', 'money', 'to', 'pick', 'up', 'bread', 'and', 'milk', 'and', 'i', 'll', 'give', 'you', 'it', 'back', 'when', 'you', 'get', 'home']",105,babe have you got enough money to pick up bread and milk and i ll give you it back when you get home
3214,0,"['i', 'want', 'snow', 'it', 's', 'just', 'freezing', 'and', 'windy']",42,i want snow it s just freezing and windy
3215,1,"['urgent', 'we', 'are', 'trying', 'to', 'contact', 'u', 'todays', 'draw', 'shows', 'that', 'you', 'have', 'won', 'a', 'prize', 'guaranteed', 'call', 'from', 'land', 'line', 'claim', 'y', 'valid', 'hrs', 'only']",159,urgent we are trying to contact u todays draw shows that you have won a prize guaranteed call from land line claim y valid hrs only
3216,0,"['come', 'to', 'mahal', 'bus', 'stop', 'decimal']",40,come to mahal bus stop decimal
3217,0,"['don', 'know', 'this', 'week', 'i', 'm', 'going', 'to', 'tirunelvai', 'da']",47,don know this week i m going to tirunelvai da
3218,0,"['me', 'too', 'baby', 'i', 'promise', 'to', 'treat', 'you', 'well', 'i', 'bet', 'you', 'will', 'take', 'good', 'care', 'of', 'me']",80,me too baby i promise to treat you well i bet you will take good care of me
3219,0,"['its', 'like', 'that', 'hotel', 'dusk', 'game', 'i', 'think', 'you', 'solve', 'puzzles', 'in', 'a', 'area', 'thing']",72,its like that hotel dusk game i think you solve puzzles in a area thing
3220,1,"['thanks', 'for', 'your', 'ringtone', 'order', 'reference', 'number', 'x', 'your', 'mobile', 'will', 'be', 'charged', 'should', 'your', 'tone', 'not', 'arrive', 'please', 'call', 'customer', 'services']",157,thanks for your ringtone order reference number x your mobile will be charged should your tone not arrive please call customer services
3221,0,"['hi', 'my', 'love', 'how', 'goes', 'that', 'day', 'fuck', 'this', 'morning', 'i', 'woke', 'and', 'dropped', 'my', 'cell', 'on', 'the', 'way', 'down', 'the', 'stairs', 'but', 'it', 'seems', 'alright', 'phews', 'i', 'miss', 'you']",150,hi my love how goes that day fuck this morning i woke and dropped my cell on the way down the stairs but it seems alright phews i miss you
3222,0,"['well', 'that', 'must', 'be', 'a', 'pain', 'to', 'catch']",33,well that must be a pain to catch
3223,0,"['sorry', 'da', 'thangam', 'it', 's', 'my', 'mistake']",33,sorry da thangam it s my mistake
3224,0,"['i', 'need', 'coz', 'i', 'never', 'go', 'before']",32,i need coz i never go before
3225,0,"['rose', 'for', 'red', 'red', 'for', 'blood', 'blood', 'for', 'heart', 'heart', 'for', 'u', 'but', 'u', 'for', 'me', 'send', 'tis', 'to', 'all', 'ur', 'friends', 'including', 'me', 'if', 'u', 'like', 'me', 'if', 'u', 'get', 'back', 'u', 'r', 'poor', 'in', 'relation', 'u', 'need', 'some', 'to', 'support', 'u', 'r', 'frnd', 'many', 'some', 'luvs', 'u', 'some', 'is', 'praying', 'god', 'to', 'marry', 'u', 'try', 'it']",281,rose for red red for blood blood for heart heart for u but u for me send tis to all ur friends including me if u like me if u get back u r poor in relation u need some to support u r frnd many some luvs u some is praying god to marry u try it
3226,0,"['wife', 'how', 'she', 'knew', 'the', 'time', 'of', 'murder', 'exactly']",44,wife how she knew the time of murder exactly
3227,1,"['six', 'chances', 'to', 'win', 'cash', 'from', 'to', 'pounds', 'txt', 'csh', 'and', 'send', 'to', 'cost', 'p', 'day', 'days', 'tsandcs', 'apply', 'reply', 'hl', 'info']",136,six chances to win cash from to pounds txt csh and send to cost p day days tsandcs apply reply hl info
3228,1,"['ur', 'cash', 'balance', 'is', 'currently', 'pounds', 'to', 'maximize', 'ur', 'cash', 'in', 'now', 'send', 'collect', 'to', 'only', 'p', 'msg', 'cc', 'po', 'box', 'tcr', 'w']",142,ur cash balance is currently pounds to maximize ur cash in now send collect to only p msg cc po box tcr w
3229,0,"['i', 'feel', 'like', 'a', 'dick', 'because', 'i', 'keep', 'sleeping', 'through', 'your', 'texts', 'and', 'facebook', 'messages', 'sup', 'you', 'in', 'town']",102,i feel like a dick because i keep sleeping through your texts and facebook messages sup you in town
3230,0,"['no', 'plm', 'i', 'will', 'come', 'da', 'on', 'the', 'way']",34,no plm i will come da on the way
3231,0,"['guess', 'he', 'wants', 'alone', 'time', 'we', 'could', 'just', 'show', 'up', 'and', 'watch', 'when', 'they', 'do']",73,guess he wants alone time we could just show up and watch when they do
3232,0,"['height', 'of', 'recycling', 'read', 'twice', 'people', 'spend', 'time', 'for', 'earning', 'money', 'and', 'the', 'same', 'money', 'is', 'spent', 'for', 'spending', 'time', 'good', 'morning', 'keep', 'smiling']",149,height of recycling read twice people spend time for earning money and the same money is spent for spending time good morning keep smiling
3233,0,"['yup', 'not', 'comin']",20,yup not comin
3234,0,"['yes', 'princess', 'toledo']",22,yes princess toledo
3235,0,"['aight', 'text', 'me', 'when', 'you', 're', 'back', 'at', 'mu', 'and', 'i', 'll', 'swing', 'by', 'need', 'somebody', 'to', 'get', 'the', 'door', 'for', 'me']",92,aight text me when you re back at mu and i ll swing by need somebody to get the door for me
3236,0,"['ron', 'say', 'fri', 'leh', 'n', 'he', 'said', 'ding', 'tai', 'feng', 'cant', 'make', 'reservations', 'but', 'he', 'said', 'wait', 'lor']",86,ron say fri leh n he said ding tai feng cant make reservations but he said wait lor
3237,0,"['good', 'no', 'swimsuit', 'allowed']",28,good no swimsuit allowed
3238,0,"['am', 'okay', 'will', 'soon', 'be', 'over', 'all', 'the', 'best']",40,am okay will soon be over all the best
3239,0,"['a', 'cute', 'thought', 'for', 'friendship', 'its', 'not', 'necessary', 'to', 'share', 'every', 'secret', 'with', 'ur', 'close', 'frnd']",90,a cute thought for friendship its not necessary to share every secret with ur close frnd
3240,0,"['ok', 'i', 've', 'sent', 'u', 'da', 'latest', 'version', 'of', 'da', 'project']",47,ok i ve sent u da latest version of da project
3241,0,"['good', 'morning', 'my', 'dear', 'have', 'a', 'great', 'amp', 'successful', 'day']",66,good morning my dear have a great amp successful day
3242,0,"['pls', 'accept', 'me', 'for', 'one', 'day', 'or', 'am', 'begging', 'you', 'change', 'the', 'number']",63,pls accept me for one day or am begging you change the number
3243,0,"['squeeeeeze', 'this', 'is', 'christmas', 'hug', 'if', 'u', 'lik', 'my', 'frndshp', 'den', 'hug', 'me', 'back', 'if', 'u', 'get', 'u', 'r', 'cute', 'u', 'r', 'luvd', 'u', 'r', 'so', 'lucky', 'none', 'people', 'hate', 'u']",147,squeeeeeze this is christmas hug if u lik my frndshp den hug me back if u get u r cute u r luvd u r so lucky none people hate u
3244,0,"['its', 'ok', 'if', 'anybody', 'asks', 'abt', 'me', 'u', 'tel', 'them', 'p']",47,its ok if anybody asks abt me u tel them p
3245,0,"['funny', 'fact', 'nobody', 'teaches', 'volcanoes', 'erupt', 'tsunamis', 'arise', 'hurricanes', 'sway', 'aroundn', 'no', 'teaches', 'hw', 'choose', 'a', 'wife', 'natural', 'disasters', 'just', 'happens']",151,funny fact nobody teaches volcanoes erupt tsunamis arise hurricanes sway aroundn no teaches hw choose a wife natural disasters just happens
3246,0,"['you', 'gonna', 'ring', 'this', 'weekend', 'or', 'wot']",37,you gonna ring this weekend or wot
3247,0,"['also', 'track', 'down', 'any', 'lighters', 'you', 'can', 'find']",41,also track down any lighters you can find
3248,0,"['sorry', 'i', 'can', 't', 'help', 'you', 'on', 'this']",32,sorry i can t help you on this
3249,0,"['babe', 'i', 'need', 'your', 'advice']",24,babe i need your advice
3250,0,"['i', 'll', 'leave', 'around', 'four', 'ok']",29,i ll leave around four ok
3251,0,"['come', 'to', 'medical', 'college', 'at', 'pm', 'forward', 'it', 'da']",50,come to medical college at pm forward it da
3252,0,"['k', 'k', 'its', 'good', 'when', 'are', 'you', 'going']",35,k k its good when are you going
3253,0,"['i', 'can', 'make', 'lasagna', 'for', 'you', 'vodka']",38,i can make lasagna for you vodka
3254,0,"['hi', 'its', 'kate', 'can', 'u', 'give', 'me', 'a', 'ring', 'asap', 'xxx']",41,hi its kate can u give me a ring asap xxx
3255,0,"['who', 'were', 'those', 'people', 'were', 'you', 'in', 'a', 'tour', 'i', 'thought', 'you', 'were', 'doing', 'that', 'sofa', 'thing', 'you', 'sent', 'me', 'your', 'curious', 'sugar']",118,who were those people were you in a tour i thought you were doing that sofa thing you sent me your curious sugar
3256,0,"['no', 'but', 'you', 'told', 'me', 'you', 'were', 'going', 'before', 'you', 'got', 'drunk']",57,no but you told me you were going before you got drunk
3257,0,"['he', 'fucking', 'chickened', 'out', 'he', 'messaged', 'me', 'he', 'would', 'be', 'late', 'and', 'woould', 'buzz', 'me', 'and', 'then', 'i', 'didn', 't', 'hear', 'a', 'word', 'from', 'him']",115,he fucking chickened out he messaged me he would be late and woould buzz me and then i didn t hear a word from him
3258,1,"['congratulations', 'thanks', 'to', 'a', 'good', 'friend', 'u', 'have', 'won', 'the', 'xmas', 'prize', 'claim', 'is', 'easy', 'just', 'call', 'now', 'only', 'p', 'per', 'minute', 'bt', 'national', 'rate']",157,congratulations thanks to a good friend u have won the xmas prize claim is easy just call now only p per minute bt national rate
3259,0,"['i', 'm', 'always', 'looking', 'for', 'an', 'excuse', 'to', 'be', 'in', 'the', 'city']",51,i m always looking for an excuse to be in the city
3260,0,"['yup', 'i', 'm', 'still', 'having', 'coffee', 'wif', 'my', 'frens', 'my', 'fren', 'drove', 'she', 'll', 'give', 'me', 'a', 'lift']",82,yup i m still having coffee wif my frens my fren drove she ll give me a lift
3261,0,"['o', 'shore', 'are', 'you', 'takin', 'the', 'bus']",29,o shore are you takin the bus
3262,0,"['so', 'u', 'gonna', 'get', 'deus', 'ex']",23,so u gonna get deus ex
3263,0,"['i', 'will', 'send', 'them', 'to', 'your', 'email', 'do', 'you', 'mind', 'times', 'per', 'night']",72,i will send them to your email do you mind times per night
3264,1,"['do', 'you', 'want', 'a', 'new', 'nokia', 'i', 'colour', 'phone', 'deliveredtomorrow', 'with', 'free', 'minutes', 'to', 'any', 'mobile', 'free', 'texts', 'free', 'camcorder', 'reply', 'or', 'call']",173,do you want a new nokia i colour phone deliveredtomorrow with free minutes to any mobile free texts free camcorder reply or call
3265,0,"['tap', 'spile', 'at', 'seven', 'is', 'that', 'pub', 'on', 'gas', 'st', 'off', 'broad', 'st', 'by', 'canal', 'ok']",72,tap spile at seven is that pub on gas st off broad st by canal ok
3266,0,"['ok', 'then', 'i', 'come', 'n', 'pick', 'u', 'at', 'engin']",33,ok then i come n pick u at engin
3267,0,"['which', 'is', 'why', 'i', 'never', 'wanted', 'to', 'tell', 'you', 'any', 'of', 'this', 'which', 'is', 'why', 'i', 'm', 'so', 'short', 'with', 'you', 'and', 'on', 'edge', 'as', 'of', 'late']",111,which is why i never wanted to tell you any of this which is why i m so short with you and on edge as of late
3268,0,"['raviyog', 'peripherals', 'bhayandar', 'east']",34,raviyog peripherals bhayandar east
3269,0,"['k', 'actually', 'can', 'you', 'guys', 'meet', 'me', 'at', 'the', 'sunoco', 'on', 'howard', 'it', 'should', 'be', 'right', 'on', 'the', 'way']",86,k actually can you guys meet me at the sunoco on howard it should be right on the way
3270,1,"['you', 'have', 'new', 'voicemail', 'please', 'call']",50,you have new voicemail please call
3271,0,"['moon', 'has', 'come', 'to', 'color', 'your', 'dreams', 'stars', 'to', 'make', 'them', 'musical', 'and', 'my', 'sms', 'to', 'give', 'you', 'warm', 'and', 'peaceful', 'sleep', 'good', 'night']",121,moon has come to color your dreams stars to make them musical and my sms to give you warm and peaceful sleep good night
3272,0,"['just', 'finished', 'eating', 'got', 'u', 'a', 'plate', 'not', 'leftovers', 'this', 'time']",61,just finished eating got u a plate not leftovers this time
3273,0,"['thanx', 'a', 'lot']",14,thanx a lot
3274,0,"['hurry', 'home', 'u', 'big', 'butt', 'hang', 'up', 'on', 'your', 'last', 'caller', 'if', 'u', 'have', 'to', 'food', 'is', 'done', 'and', 'i', 'm', 'starving', 'don', 't', 'ask', 'what', 'i', 'cooked']",120,hurry home u big butt hang up on your last caller if u have to food is done and i m starving don t ask what i cooked
3275,0,"['lol', 'your', 'right', 'what', 'diet', 'everyday', 'i', 'cheat', 'anyway', 'i', 'm', 'meant', 'to', 'be', 'a', 'fatty']",78,lol your right what diet everyday i cheat anyway i m meant to be a fatty
3276,0,"['its', 'a', 'great', 'day', 'do', 'have', 'yourself', 'a', 'beautiful', 'one']",50,its a great day do have yourself a beautiful one
3277,0,"['what', 'happened', 'in', 'interview']",27,what happened in interview
