label0,label,cluster,texts,x1,x2,doc,original_text
ham,0,0,"Text(-25.489603, 29.561893, 'should i send you naughty pix')",-25.489603,29.561893,should i send you naughty pix,Should i send you naughty pix? :)
spam,1,1,"Text(5.5496397, -34.05488, 'you are a winner or guaranteed caller prize this is our final attempt to contact you to claim call now ppmpobox bhamb xe')",5.5496397,-34.05488,you are a winner or guaranteed caller prize this is our final attempt to contact you to claim call now ppmpobox bhamb xe,"You are a å£1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE"
spam,1,8,"Text(18.439928, -24.376604, 'xmas new years eve tickets are now on sale from the club during the day from am till pm and on thurs fri sat night this week they re selling fast')",18.439928,-24.376604,xmas new years eve tickets are now on sale from the club during the day from am till pm and on thurs fri sat night this week they re selling fast,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!"
ham,0,6,"Text(-1.8663633, 3.9449475, 'tyler getting an th has to leave not long after can you get here in like an hour')",-1.8663633,3.9449475,tyler getting an th has to leave not long after can you get here in like an hour,"Tyler (getting an 8th) has to leave not long after 9, can you get here in like an hour?"
ham,0,4,"Text(-30.101051, -15.861493, 'prepare to be pounded every night')",-30.101051,-15.861493,prepare to be pounded every night,Prepare to be pounded every night...
ham,0,8,"Text(9.77417, -4.0264373, 'actually my mobile is full of msg and i m doing a work online where i need to send them sent msg i wil explain u later')",9.77417,-4.0264373,actually my mobile is full of msg and i m doing a work online where i need to send them sent msg i wil explain u later,"Actually, my mobile is full of msg. And i m doing a work online, where i need to send them  &lt;#&gt;  sent msg i wil explain u later."
ham,0,4,"Text(-45.40295, -6.100556, 'sorry i ll call later')",-45.40295,-6.100556,sorry i ll call later,"Sorry, I'll call later"
ham,0,9,"Text(12.030518, 28.428606, 'good evening how are you')",12.030518,28.428606,good evening how are you,Good evening! How are you?
ham,0,4,"Text(-42.24347, -5.460822, 'i m at home please call')",-42.24347,-5.460822,i m at home please call,I'm at home. Please call
ham,0,6,"Text(5.2054787, -1.5193206, 'oic cos me n my sis got no lunch today my dad went out so dunno whether eat in sch or wat')",5.2054787,-1.5193206,oic cos me n my sis got no lunch today my dad went out so dunno whether eat in sch or wat,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...
ham,0,8,"Text(17.377743, -1.9775145, 'mmmmm it was sooooo good to wake to your words this morning my love mmmm fuck i love you too my lion devouring kiss from across the sea')",17.377743,-1.9775145,mmmmm it was sooooo good to wake to your words this morning my love mmmm fuck i love you too my lion devouring kiss from across the sea,"Mmmmm ... It was sooooo good to wake to your words this morning, my Love!! Mmmm fuck ... I love you too, my Lion ... *devouring kiss from across the sea*"
ham,0,6,"Text(-8.217023, -13.402409, 'we are pleased to inform that your application for airtel broadband is processed successfully your installation will happen within days')",-8.217023,-13.402409,we are pleased to inform that your application for airtel broadband is processed successfully your installation will happen within days,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.
ham,0,9,"Text(8.860058, 28.065218, 'what happen dear why you silent i am tensed')",8.860058,28.065218,what happen dear why you silent i am tensed,What happen dear. Why you silent. I am tensed
ham,0,0,"Text(-18.681257, 24.64522, 'i ll get there at unless you guys want me to come some time sooner')",-18.681257,24.64522,i ll get there at unless you guys want me to come some time sooner,"I'll get there at 3, unless you guys want me to come some time sooner"
ham,0,0,"Text(-22.900314, 29.114458, 'if you are not coughing then its nothing')",-22.900314,29.114458,if you are not coughing then its nothing,If you are not coughing then its nothing
ham,0,4,"Text(-27.66447, -8.487106, 'come n pass to me lar')",-27.66447,-8.487106,come n pass to me lar,ÌÏ come lt 25 n pass to me lar
ham,0,6,"Text(-9.252088, 9.622967, 'i m e person who s doing e sms survey')",-9.252088,9.622967,i m e person who s doing e sms survey,I'm e person who's doing e sms survey...
ham,0,6,"Text(-9.658694, -0.62252843, 'lol ok ill try to send be warned sprint is dead slow you ll prolly get it tomorrow')",-9.658694,-0.62252843,lol ok ill try to send be warned sprint is dead slow you ll prolly get it tomorrow,Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow
ham,0,9,"Text(14.43648, 27.903822, 'thank you meet you monday')",14.43648,27.903822,thank you meet you monday,Thank You meet you monday
ham,0,4,"Text(-23.834505, -0.8162859, 'so is th gower mate which is where i am how r u man all is good in wales ill b back morrow c u this wk who was the msg random')",-23.834505,-0.8162859,so is th gower mate which is where i am how r u man all is good in wales ill b back morrow c u this wk who was the msg random,SO IS TH GOWER MATE WHICH IS WHERE I AM!?! HOW R U MAN? ALL IS GOOD IN WALES ILL B BACK åÔMORROW. C U THIS WK? WHO WAS THE MSG 4? åÐ RANDOM!
spam,1,1,"Text(13.117871, -35.6944, 'rock yr chik get s of filthy films xxx pics on yr phone now rply filth to saristar ltd e yt p per days stop cancel')",13.117871,-35.6944,rock yr chik get s of filthy films xxx pics on yr phone now rply filth to saristar ltd e yt p per days stop cancel,"Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel"
ham,0,6,"Text(-9.079233, -18.044882, 'single line with a big meaning miss anything ur best life but')",-9.079233,-18.044882,single line with a big meaning miss anything ur best life but,"Single line with a big meaning::::: \Miss anything 4 ur \""Best Life\"" but"
ham,0,9,"Text(0.4520084, 29.523703, 'i got like i can get some more later though get whatever you feel like')",0.4520084,29.523703,i got like i can get some more later though get whatever you feel like,"I got like $ &lt;#&gt; , I can get some more later though. Get whatever you feel like"
ham,0,8,"Text(18.839998, -6.6436777, 'dad wanted to talk about the apartment so i got a late start omw now')",18.839998,-6.6436777,dad wanted to talk about the apartment so i got a late start omw now,"Dad wanted to talk about the apartment so I got a late start, omw now"
ham,0,9,"Text(-5.0766, 36.94498, 'i love you both too')",-5.0766,36.94498,i love you both too,I love you both too :-)
ham,0,3,"Text(41.237606, -6.8731728, 'lol u still feeling sick')",41.237606,-6.8731728,lol u still feeling sick,Lol u still feeling sick?
ham,0,6,"Text(-14.423998, 8.459337, 'din i tell u jus now')",-14.423998,8.459337,din i tell u jus now,Din i tell u jus now 420
ham,0,4,"Text(-35.33509, -0.3095137, 'am up to my eyes in philosophy')",-35.33509,-0.3095137,am up to my eyes in philosophy,am up to my eyes in philosophy
spam,1,1,"Text(7.823671, -34.03655, 'from next month get upto more calls ur standard network charge activate call c wire net st terms pobox m uz cost min mobcudb more')",7.823671,-34.03655,from next month get upto more calls ur standard network charge activate call c wire net st terms pobox m uz cost min mobcudb more,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost å£1.50 min MobcudB more
ham,0,9,"Text(15.874535, 12.8634205, 'ok lor i m in town now lei')",15.874535,12.8634205,ok lor i m in town now lei,Ok lor. I'm in town now lei.
ham,0,6,"Text(-16.030048, 14.729189, 'i had it already sabarish asked me to go')",-16.030048,14.729189,i had it already sabarish asked me to go,I had it already..sabarish asked me to go..
ham,0,6,"Text(1.9087901, -14.124357, 'no da vijay going to talk in jaya tv')",1.9087901,-14.124357,no da vijay going to talk in jaya tv,No da. . Vijay going to talk in jaya tv
spam,1,1,"Text(5.9456162, -31.276377, 'urgent we are trying to contact u todays draw shows that you have won a prize guaranteed call from land line claim j po box c pm')",5.9456162,-31.276377,urgent we are trying to contact u todays draw shows that you have won a prize guaranteed call from land line claim j po box c pm,URGENT! We are trying to contact U Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050000460 from land line. Claim J89. po box245c2150pm
ham,0,0,"Text(-24.389679, 18.518429, 'lol i know hey someone did a great inpersonation of flea on the forums i love it')",-24.389679,18.518429,lol i know hey someone did a great inpersonation of flea on the forums i love it,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!
spam,1,1,"Text(1.5582631, -39.963306, 'text banneduk to to see cost p textoperator g ga xxx')",1.5582631,-39.963306,text banneduk to to see cost p textoperator g ga xxx,Text BANNEDUK to 89555 to see! cost 150p textoperator g696ga 18+ XXX
ham,0,3,"Text(35.468456, 1.13558, 'still chance there if you search hard you will get it let have a try')",35.468456,1.13558,still chance there if you search hard you will get it let have a try,Still chance there. If you search hard you will get it..let have a try :)
spam,1,7,"Text(-5.8689175, -30.407475, 'auction round the highest bid is now next maximum bid is to bid send bids e g to bid to good luck')",-5.8689175,-30.407475,auction round the highest bid is now next maximum bid is to bid send bids e g to bid to good luck,"Auction round 4. The highest bid is now å£54. Next maximum bid is å£71. To bid, send BIDS e. g. 10 (to bid å£10) to 83383. Good luck."
ham,0,8,"Text(19.123528, -1.6219319, 'do you always celebrate ny s with your family')",19.123528,-1.6219319,do you always celebrate ny s with your family,Do you always celebrate NY's with your family ?
ham,0,6,"Text(-3.8213885, 3.873408, 'we know taj mahal as symbol of love but the other lesser known facts mumtaz was shahjahan s th wife out of his wifes shahjahan killed mumtaz s husband to marry her mumtaz died in her th delivery he then married mumtaz s sister question arises where the hell is the love the great hari')",-3.8213885,3.873408,we know taj mahal as symbol of love but the other lesser known facts mumtaz was shahjahan s th wife out of his wifes shahjahan killed mumtaz s husband to marry her mumtaz died in her th delivery he then married mumtaz s sister question arises where the hell is the love the great hari,"We know TAJ MAHAL as symbol of love. But the other lesser known facts 1. Mumtaz was Shahjahan's 4th wife, out of his 7 wifes. 2. Shahjahan killed Mumtaz's husband to marry her. 3. Mumtaz died in her  &lt;#&gt; th delivery. 4. He then married Mumtaz's sister. Question arises where the Hell is the LOVE?:-| -The Great Hari-"
ham,0,6,"Text(-21.318438, 1.1768116, 'its ok come to my home it vl nice to meet and v can chat')",-21.318438,1.1768116,its ok come to my home it vl nice to meet and v can chat,Its ok..come to my home it vl nice to meet and v can chat..
spam,1,7,"Text(-0.4076395, -40.933235, 'collect your valentine s weekend to paris inc flight hotel prize guaranteed text paris to no www rtf sphosting com')",-0.4076395,-40.933235,collect your valentine s weekend to paris inc flight hotel prize guaranteed text paris to no www rtf sphosting com,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + å£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com
ham,0,6,"Text(13.664726, -10.741349, 'sent me de webadres for geting salary slip')",13.664726,-10.741349,sent me de webadres for geting salary slip,Sent me de webadres for geting salary slip
ham,0,6,"Text(-14.0292225, 13.770797, 'she s fine sends her greetings')",-14.0292225,13.770797,she s fine sends her greetings,She's fine. Sends her greetings
spam,1,7,"Text(-0.7148879, -38.891132, 'customer loyalty offer the new nokia mobile from only at txtauction txt word start to no get yours now t ctxt tc p mtmsg')",-0.7148879,-38.891132,customer loyalty offer the new nokia mobile from only at txtauction txt word start to no get yours now t ctxt tc p mtmsg,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY å£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
ham,0,9,"Text(24.795568, 15.13406, 'but you dint in touch with me')",24.795568,15.13406,but you dint in touch with me,But you dint in touch with me.
ham,0,3,"Text(35.743275, -14.012413, 'yup leaving right now be back soon')",35.743275,-14.012413,yup leaving right now be back soon,"Yup, leaving right now, be back soon"
spam,1,6,"Text(-3.557734, -20.493723, 'you won t believe it but it s true it s incredible txts reply g now to learn truly amazing things that will blow your mind from o fwd only p txt')",-3.557734,-20.493723,you won t believe it but it s true it s incredible txts reply g now to learn truly amazing things that will blow your mind from o fwd only p txt,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt
ham,0,6,"Text(-7.9756894, 11.192864, 'yeah sure i ll leave in a min')",-7.9756894,11.192864,yeah sure i ll leave in a min,Yeah sure I'll leave in a min
ham,0,0,"Text(-29.207731, 22.99983, 'and do you have any one that can teach me how to ship cars')",-29.207731,22.99983,and do you have any one that can teach me how to ship cars,And do you have any one that can teach me how to ship cars.
ham,0,8,"Text(22.383112, -0.33996293, 'the sign of maturity is not when we start saying big things but actually it is when we start understanding small things have a nice evening bslvyl')",22.383112,-0.33996293,the sign of maturity is not when we start saying big things but actually it is when we start understanding small things have a nice evening bslvyl,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL"
ham,0,9,"Text(6.86483, 19.77422, 'yeah confirmed for you staying at that weekend')",6.86483,19.77422,yeah confirmed for you staying at that weekend,Yeah confirmed for you staying at  that weekend
ham,0,8,"Text(19.170216, -22.711185, 'they said dun haf passport or smth like dat or juz send to my email account')",19.170216,-22.711185,they said dun haf passport or smth like dat or juz send to my email account,They said Ì_ dun haf passport or smth like dat.. Or Ì_ juz send to my email account..  
ham,0,9,"Text(6.9329214, 8.651237, 'multiply the numbers independently and count decimal points then for the division push the decimal places like i showed you')",6.9329214,8.651237,multiply the numbers independently and count decimal points then for the division push the decimal places like i showed you,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
ham,0,6,"Text(-0.65785986, 9.624951, 'have a lovely night and when you wake up to see this message i hope you smile knowing all is as should be have a great morning')",-0.65785986,9.624951,have a lovely night and when you wake up to see this message i hope you smile knowing all is as should be have a great morning,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning"
ham,0,3,"Text(38.064133, -6.6989512, 'ard lor')",38.064133,-6.6989512,ard lor,Ard 4 lor...
ham,0,0,"Text(-28.97828, 24.408571, 'you are right meanwhile how s project twins comin up')",-28.97828,24.408571,you are right meanwhile how s project twins comin up,You are right. Meanwhile how's project twins comin up
ham,0,9,"Text(19.666752, 15.021676, 'i sent your maga that money yesterday oh')",19.666752,15.021676,i sent your maga that money yesterday oh,I sent your maga that money yesterday oh.
spam,1,7,"Text(0.24932893, -34.6804, 'hi ibh customer loyalty offer the new nokia mobile from only at txtauction txt word start to no get yours now t')",0.24932893,-34.6804,hi ibh customer loyalty offer the new nokia mobile from only at txtauction txt word start to no get yours now t,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY å£10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&
ham,0,3,"Text(26.016367, -1.4575655, 'heart is empty without love mind is empty without wisdom eyes r empty without dreams amp life is empty without frnds so alwys be in touch good night amp sweet dreams')",26.016367,-1.4575655,heart is empty without love mind is empty without wisdom eyes r empty without dreams amp life is empty without frnds so alwys be in touch good night amp sweet dreams,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
spam,1,7,"Text(-9.517107, -32.694084, 'i am hot n horny and willing i live local to you text a reply to hear strt back from me p per msg netcollex ltdhelpdesk reply stop to end')",-9.517107,-32.694084,i am hot n horny and willing i live local to you text a reply to hear strt back from me p per msg netcollex ltdhelpdesk reply stop to end,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end
ham,0,4,"Text(-30.192392, 0.90231985, 'our ride equally uneventful not too many of those pesky cyclists around at that time of night')",-30.192392,0.90231985,our ride equally uneventful not too many of those pesky cyclists around at that time of night,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).
ham,0,0,"Text(-28.245153, 10.147154, 'if you were are free i can give otherwise nalla adi entey nattil kittum')",-28.245153,10.147154,if you were are free i can give otherwise nalla adi entey nattil kittum,If you were/are free i can give. Otherwise nalla adi entey nattil kittum
ham,0,4,"Text(-31.496206, 1.0649037, 'i ve sent my wife your text after we buy them she ll tell you what to do so just relax we should go get them this wkend')",-31.496206,1.0649037,i ve sent my wife your text after we buy them she ll tell you what to do so just relax we should go get them this wkend,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.
ham,0,6,"Text(6.2438955, -7.9499164, 'i am in escape theatre now going to watch kavalan in a few minutes')",6.2438955,-7.9499164,i am in escape theatre now going to watch kavalan in a few minutes,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
ham,0,6,"Text(-18.701633, -5.8734474, 'how much would it cost to hire a hitman')",-18.701633,-5.8734474,how much would it cost to hire a hitman,How much would it cost to hire a hitman
ham,0,0,"Text(-36.183403, 29.75937, 'i anything lor')",-36.183403,29.75937,i anything lor,I anything lor...
ham,0,4,"Text(-44.370903, -5.7431073, 'sorry i ll call later')",-44.370903,-5.7431073,sorry i ll call later,"Sorry, I'll call later"
spam,1,7,"Text(-2.2077837, -38.522137, 'do you want a new nokia i colour phone delivered tomorrow with free minutes to any mobile free text free camcorder reply or call')",-2.2077837,-38.522137,do you want a new nokia i colour phone delivered tomorrow with free minutes to any mobile free text free camcorder reply or call,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705
ham,0,8,"Text(24.982374, 4.4496326, 'huh but i cant go ur house empty handed right')",24.982374,4.4496326,huh but i cant go ur house empty handed right,Huh but i cant go 2 ur house empty handed right?
ham,0,6,"Text(-3.7467542, -11.607843, 'good morning princess happy new year')",-3.7467542,-11.607843,good morning princess happy new year,Good morning princess! Happy New Year!
spam,1,1,"Text(12.227387, -30.977211, 'congratulations you ve won you re a winner in our august prize draw call now prize code')",12.227387,-30.977211,congratulations you ve won you re a winner in our august prize draw call now prize code,Congratulations YOU'VE Won. You're a Winner in our August å£1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.
ham,0,3,"Text(34.491646, -8.624477, 'aight we ll head out in a few')",34.491646,-8.624477,aight we ll head out in a few,"Aight, we'll head out in a few"
ham,0,8,"Text(7.336065, -3.7041948, 'then wat r u doing now busy wif work')",7.336065,-3.7041948,then wat r u doing now busy wif work,Then wat r u doing now? Busy wif work?
ham,0,0,"Text(-28.50678, 34.12603, 'i know you mood off today')",-28.50678,34.12603,i know you mood off today,I know you mood off today
ham,0,0,"Text(-12.368685, 28.40422, 'jay told me already will do')",-12.368685,28.40422,jay told me already will do,"Jay told me already, will do"
ham,0,4,"Text(-28.82717, -17.019463, 'cps is causing the outages to conserve energy')",-28.82717,-17.019463,cps is causing the outages to conserve energy,Cps is causing the outages to conserve energy.
ham,0,0,"Text(-29.521606, 29.547928, 'i m not sure i was just checking out what was happening around the area')",-29.521606,29.547928,i m not sure i was just checking out what was happening around the area,"I'm not sure, I was just checking out what was happening around the area"
ham,0,6,"Text(-21.880224, 10.012871, 'hey morning what you come to ask pa')",-21.880224,10.012871,hey morning what you come to ask pa,Hey morning what you come to ask:-) pa...
ham,0,6,"Text(-13.222486, -0.7385894, 'jordan got voted out last nite')",-13.222486,-0.7385894,jordan got voted out last nite,Jordan got voted out last nite!
ham,0,6,"Text(-15.829324, 4.5087686, 'that means you got an a in epi she s fine she s here now')",-15.829324,4.5087686,that means you got an a in epi she s fine she s here now,"That means you got an A in epi, she.s fine. She.s here now."
ham,0,0,"Text(-30.052048, 25.038225, 'i have no idea where you are')",-30.052048,25.038225,i have no idea where you are,I have no idea where you are
ham,0,6,"Text(-24.600418, -8.7550745, 'pls come quick cant bare this')",-24.600418,-8.7550745,pls come quick cant bare this,Pls come quick cant bare this.
ham,0,8,"Text(10.123616, 0.2845568, 'joy s father is john then john is the of joy s father if u ans ths you hav iq tis s ias question try to answer')",10.123616,0.2845568,joy s father is john then john is the of joy s father if u ans ths you hav iq tis s ias question try to answer,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.
ham,0,6,"Text(-0.02196726, -4.075195, 'call me i m unable to cal lets meet bhaskar and deep')",-0.02196726,-4.075195,call me i m unable to cal lets meet bhaskar and deep,"Call me. I m unable to cal. Lets meet bhaskar, and deep"
ham,0,0,"Text(-33.42164, 22.410315, 'no i ll meet you in the library')",-33.42164,22.410315,no i ll meet you in the library,No. I.ll meet you in the library
ham,0,9,"Text(-0.47198537, 16.14995, 'k my roommate also wants a dubsack and another friend may also want some so plan on bringing extra i ll tell you when they know for sure')",-0.47198537,16.14995,k my roommate also wants a dubsack and another friend may also want some so plan on bringing extra i ll tell you when they know for sure,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure"
ham,0,8,"Text(21.523624, 6.8515325, 'depends on individual lor e hair dresser say pretty but my parents say look gong u kaypoh i also dunno wat she collecting')",21.523624,6.8515325,depends on individual lor e hair dresser say pretty but my parents say look gong u kaypoh i also dunno wat she collecting,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.
ham,0,4,"Text(-43.438797, 7.4686494, 'ok c then')",-43.438797,7.4686494,ok c then,Ok c Ì_ then.
ham,0,9,"Text(-5.278173, 32.460754, 'i enjoy watching and playing football and basketball anything outdoors and you')",-5.278173,32.460754,i enjoy watching and playing football and basketball anything outdoors and you,I enjoy watching and playing football and basketball. Anything outdoors. And you?
ham,0,6,"Text(-5.538627, -8.372746, 'can you please ask macho what his price range is does he want something new or used plus it he only interfued in the blackberry bold or any bb')",-5.538627,-8.372746,can you please ask macho what his price range is does he want something new or used plus it he only interfued in the blackberry bold or any bb,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb"
ham,0,6,"Text(5.705537, -5.732323, 'sorry sent blank msg again yup but trying do some serious studying now')",5.705537,-5.732323,sorry sent blank msg again yup but trying do some serious studying now,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
ham,0,0,"Text(-22.669369, 25.227762, 'hey check it da i have listed da')",-22.669369,25.227762,hey check it da i have listed da,Hey check it da. I have listed da.
spam,1,7,"Text(-1.4586138, -35.466965, 'p alfie moon s children in need song on ur mob tell ur m s txt tone charity to for nokias or poly charity for polys zed profit charity')",-1.4586138,-35.466965,p alfie moon s children in need song on ur mob tell ur m s txt tone charity to for nokias or poly charity for polys zed profit charity,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity 
ham,0,4,"Text(-35.0954, 0.21930283, 'i meant as an apology from me for texting you to get me drugs at at night')",-35.0954,0.21930283,i meant as an apology from me for texting you to get me drugs at at night,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night
ham,0,8,"Text(7.1316786, 3.4048154, 'that means from february to april i ll be getting a place to stay down there so i don t have to hustle back and forth during audition season as i have since my sister moved away from harlem')",7.1316786,3.4048154,that means from february to april i ll be getting a place to stay down there so i don t have to hustle back and forth during audition season as i have since my sister moved away from harlem,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
ham,0,8,"Text(20.190018, -22.7855, 'goin to workout lor muz lose e fats')",20.190018,-22.7855,goin to workout lor muz lose e fats,Goin to workout lor... Muz lose e fats... 
ham,0,2,"Text(47.87934, -15.758155, 'damn poor zac doesn t stand a chance')",47.87934,-15.758155,damn poor zac doesn t stand a chance,"Damn, poor zac doesn't stand a chance"
ham,0,4,"Text(-28.0181, -14.147444, 'no message no responce what happend')",-28.0181,-14.147444,no message no responce what happend,No message..no responce..what happend?
ham,0,6,"Text(-12.674163, 15.343499, 'i want to tel u one thing u should not mistake me k this is the message that you sent')",-12.674163,15.343499,i want to tel u one thing u should not mistake me k this is the message that you sent,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:)
ham,0,3,"Text(44.352352, -1.1608706, 'yeah right i ll bring my tape measure fri')",44.352352,-1.1608706,yeah right i ll bring my tape measure fri,Yeah right! I'll bring my tape measure fri!
ham,0,3,"Text(35.468433, 1.1355736, 'still chance there if you search hard you will get it let have a try')",35.468433,1.1355736,still chance there if you search hard you will get it let have a try,Still chance there. If you search hard you will get it..let have a try :)
ham,0,9,"Text(20.556005, 20.925547, 'meeting u is my work tel me when shall i do my work tomorrow')",20.556005,20.925547,meeting u is my work tel me when shall i do my work tomorrow,Meeting u is my work. . . Tel me when shall i do my work tomorrow
ham,0,8,"Text(23.50726, 10.5737295, 'should i head straight there or what')",23.50726,10.5737295,should i head straight there or what,Should I head straight there or what
spam,1,1,"Text(8.352271, -41.78949, 'get the official england poly ringtone or colour flag on yer mobile for tonights game text tone or flag to optout txt eng stop box w wx')",8.352271,-41.78949,get the official england poly ringtone or colour flag on yer mobile for tonights game text tone or flag to optout txt eng stop box w wx,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX å£1.50
ham,0,3,"Text(41.120796, 2.2796645, 'thank you princess you are so sexy')",41.120796,2.2796645,thank you princess you are so sexy,Thank you princess! You are so sexy...
ham,0,0,"Text(-19.284472, 28.49277, 'oooh i got plenty of those')",-19.284472,28.49277,oooh i got plenty of those,Oooh I got plenty of those!
ham,0,4,"Text(-37.549984, 4.864814, 'hui xin is in da lib')",-37.549984,4.864814,hui xin is in da lib,Hui xin is in da lib.
ham,0,1,"Text(2.2617495, -21.847294, 'its a big difference versus every hrs')",2.2617495,-21.847294,its a big difference versus every hrs,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs
ham,0,0,"Text(-15.511749, 25.909836, 'it s not that you make me cry it s just that when all our stuff happens on top of everything else it pushes me over the edge you don t underdtand how often i cry over my sorry sorry life')",-15.511749,25.909836,it s not that you make me cry it s just that when all our stuff happens on top of everything else it pushes me over the edge you don t underdtand how often i cry over my sorry sorry life,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life."
ham,0,9,"Text(18.567686, 16.58588, 'me babe i feel the same lets just get about it both try cheer up not fit soo muchxxlove u locaxx')",18.567686,16.58588,me babe i feel the same lets just get about it both try cheer up not fit soo muchxxlove u locaxx,"\ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX\"""""
ham,0,9,"Text(12.914814, 26.469864, 'you know what hook up means right')",12.914814,26.469864,you know what hook up means right,You know what hook up means right?
spam,1,6,"Text(-3.0232203, -21.972282, 'customer service announcement we recently tried to make a delivery to you but were unable to do so please call to re schedule ref')",-3.0232203,-21.972282,customer service announcement we recently tried to make a delivery to you but were unable to do so please call to re schedule ref,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622"
ham,0,4,"Text(-33.558414, -13.08831, 'wat s da model num of ur phone')",-33.558414,-13.08831,wat s da model num of ur phone,Wat's da model num of ur phone?
ham,0,6,"Text(-12.562841, 0.2987311, 'he s really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes')",-12.562841,0.2987311,he s really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes
spam,1,1,"Text(5.6037984, -28.520008, 'you can stop further club tones by replying stop mix see my tone com enjoy html for terms club tones cost gbp week mfl')",5.6037984,-28.520008,you can stop further club tones by replying stop mix see my tone com enjoy html for terms club tones cost gbp week mfl,"You can stop further club tones by replying \STOP MIX\"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL"
ham,0,8,"Text(19.272768, 6.6784453, 'my house here e sky quite dark liao if raining then got excuse not run already rite hee')",19.272768,6.6784453,my house here e sky quite dark liao if raining then got excuse not run already rite hee,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...
